datetime,open,high,low,close,volume,adx,atr,sma,ema,rsi,macd_signal,percent_b,sma_(1_change),sma_(1_change(%)),sma_(1_trend),sma_(2_change),sma_(2_change(%)),sma_(2_trend),sma_(3_change),sma_(3_change(%)),sma_(3_trend),sma_(4_change),sma_(4_change(%)),sma_(4_trend),sma_(5_change),sma_(5_change(%)),sma_(5_trend),sma_(6_change),sma_(6_change(%)),sma_(6_trend),sma_(7_change),sma_(7_change(%)),sma_(7_trend),sma_(8_change),sma_(8_change(%)),sma_(8_trend),sma_(9_change),sma_(9_change(%)),sma_(9_trend),ema_(1_change),ema_(1_change(%)),ema_(1_trend),ema_(2_change),ema_(2_change(%)),ema_(2_trend),ema_(3_change),ema_(3_change(%)),ema_(3_trend),ema_(4_change),ema_(4_change(%)),ema_(4_trend),ema_(5_change),ema_(5_change(%)),ema_(5_trend),ema_(6_change),ema_(6_change(%)),ema_(6_trend),ema_(7_change),ema_(7_change(%)),ema_(7_trend),ema_(8_change),ema_(8_change(%)),ema_(8_trend),ema_(9_change),ema_(9_change(%)),ema_(9_trend),day,hour
2024-10-30 12:59:00,231.04,231.05,230.92,230.92,35900,17.93,0.09,231.09,231.07,32.92,-0.03,-0.07,-0.04,-0.0173,0,-0.06,-0.026,0,-0.1,-0.0433,0,-0.13,-0.0562,0,-0.16,-0.0692,0,-0.17,-0.0735,0,-0.18,-0.0778,0,-0.19,-0.0822,0,-0.19,-0.0822,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.09,-0.0389,0,-0.12,-0.0519,0,-0.15,-0.0649,0,-0.16,-0.0692,0,-0.18,-0.0778,0,-0.2,-0.0865,0,-0.21,-0.0908,0,2,12
2024-10-30 13:00:00,230.92,230.92,230.87,230.9,47968,19.63,0.09,231.05,231.04,32.04,-0.04,-0.01,-0.04,-0.0173,0,-0.08,-0.0346,0,-0.1,-0.0433,0,-0.14,-0.0606,0,-0.17,-0.0735,0,-0.2,-0.0865,0,-0.21,-0.0908,0,-0.22,-0.0951,0,-0.23,-0.0994,0,-0.03,-0.013,0,-0.07,-0.0303,0,-0.09,-0.0389,0,-0.12,-0.0519,0,-0.15,-0.0649,0,-0.18,-0.0778,0,-0.19,-0.0822,0,-0.21,-0.0908,0,-0.23,-0.0995,0,2,13
2024-10-30 13:01:00,230.91,230.92,230.86,230.91,32378,21.28,0.09,231.02,231.01,33.0,-0.05,0.07,-0.03,-0.013,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.13,-0.0562,0,-0.17,-0.0735,0,-0.2,-0.0865,0,-0.23,-0.0995,0,-0.24,-0.1038,0,-0.25,-0.1081,0,-0.03,-0.013,0,-0.06,-0.026,0,-0.1,-0.0433,0,-0.12,-0.0519,0,-0.15,-0.0649,0,-0.18,-0.0779,0,-0.21,-0.0908,0,-0.22,-0.0951,0,-0.24,-0.1038,0,2,13
2024-10-30 13:02:00,230.92,231.01,230.91,231.01,53225,21.31,0.09,231.01,231.01,41.9,-0.06,0.27,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.08,-0.0346,0,-0.12,-0.0519,0,-0.14,-0.0606,0,-0.18,-0.0779,0,-0.21,-0.0908,0,-0.24,-0.1038,0,-0.25,-0.1081,0,0.0,0.0,0,-0.03,-0.013,0,-0.06,-0.026,0,-0.1,-0.0433,0,-0.12,-0.0519,0,-0.15,-0.0649,0,-0.18,-0.0779,0,-0.21,-0.0908,0,-0.22,-0.0951,0,2,13
2024-10-30 13:03:00,231.01,231.03,230.93,230.96,41553,21.04,0.09,230.98,231.0,39.1,-0.06,0.21,-0.03,-0.013,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.15,-0.0649,0,-0.17,-0.0735,0,-0.21,-0.0908,0,-0.24,-0.1038,0,-0.27,-0.1168,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.13,-0.0562,0,-0.16,-0.0692,0,-0.19,-0.0822,0,-0.22,-0.0951,0,2,13
2024-10-30 13:04:00,230.96,230.98,230.88,230.96,30945,21.28,0.09,230.97,230.99,39.1,-0.06,0.24,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0216,0,-0.08,-0.0346,0,-0.12,-0.0519,0,-0.16,-0.0692,0,-0.18,-0.0779,0,-0.22,-0.0952,0,-0.25,-0.1081,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.05,-0.0216,0,-0.08,-0.0346,0,-0.12,-0.0519,0,-0.14,-0.0606,0,-0.17,-0.0735,0,-0.2,-0.0865,0,2,13
2024-10-30 13:05:00,230.96,231.04,230.96,231.04,39845,20.64,0.09,230.97,231.0,45.81,-0.07,0.39,0.0,0.0,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0216,0,-0.08,-0.0346,0,-0.12,-0.0519,0,-0.16,-0.0692,0,-0.18,-0.0779,0,-0.22,-0.0952,0,0.01,0.0043,1,0.0,0.0,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.13,-0.0562,0,-0.16,-0.0692,0,2,13
2024-10-30 13:06:00,231.04,231.05,230.97,231.0,24796,19.9,0.09,230.97,231.0,43.25,-0.07,0.34,0.0,0.0,0,0.0,0.0,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0216,0,-0.08,-0.0346,0,-0.12,-0.0519,0,-0.16,-0.0692,0,-0.18,-0.0779,0,0.0,0.0,0,0.01,0.0043,1,0.0,0.0,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.13,-0.0562,0,2,13
2024-10-30 13:07:00,230.99,231.02,230.96,230.96,18551,19.33,0.09,230.96,230.99,40.79,-0.07,0.29,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.05,-0.0216,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.13,-0.0563,0,-0.17,-0.0736,0,-0.01,-0.0043,0,-0.01,-0.0043,0,0.0,0.0,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.05,-0.0216,0,-0.08,-0.0346,0,-0.12,-0.0519,0,2,13
2024-10-30 13:08:00,230.97,230.99,230.93,230.94,23161,19.15,0.08,230.96,230.98,39.58,-0.07,0.27,0.0,0.0,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.05,-0.0216,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.13,-0.0563,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.03,-0.013,0,-0.03,-0.013,0,-0.06,-0.026,0,-0.09,-0.0389,0,2,13
2024-10-30 13:09:00,230.94,230.99,230.94,230.97,27966,18.99,0.08,230.97,230.98,42.34,-0.07,0.35,0.01,0.0043,1,0.01,0.0043,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0216,0,-0.08,-0.0346,0,0.0,0.0,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.03,-0.013,0,-0.03,-0.013,0,-0.06,-0.026,0,2,13
2024-10-30 13:10:00,231.0,231.03,230.95,231.0,38700,18.17,0.08,230.98,230.98,45.05,-0.07,0.44,0.01,0.0043,1,0.02,0.0087,1,0.02,0.0087,1,0.01,0.0043,1,0.01,0.0043,1,0.01,0.0043,1,0.0,0.0,0,-0.03,-0.013,0,-0.04,-0.0173,0,0.0,0.0,0,0.0,0.0,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.03,-0.013,0,-0.03,-0.013,0,2,13
2024-10-30 13:11:00,231.0,231.01,230.93,230.95,26338,17.69,0.08,230.98,230.98,41.55,-0.06,0.32,0.0,0.0,0,0.01,0.0043,1,0.02,0.0087,1,0.02,0.0087,1,0.01,0.0043,1,0.01,0.0043,1,0.01,0.0043,1,0.0,0.0,0,-0.03,-0.013,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.03,-0.013,0,2,13
2024-10-30 13:12:00,230.94,230.95,230.8,230.81,40207,18.65,0.09,230.96,230.94,33.65,-0.07,-0.04,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.01,-0.0043,0,0.0,0.0,0,0.0,0.0,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.05,-0.0216,0,-0.06,-0.026,0,-0.06,-0.026,0,-0.05,-0.0216,0,-0.06,-0.026,0,2,13
2024-10-30 13:13:00,230.79,230.8,230.69,230.71,52152,20.37,0.09,230.93,230.9,29.36,-0.07,-0.18,-0.03,-0.013,0,-0.05,-0.0216,0,-0.05,-0.0216,0,-0.04,-0.0173,0,-0.03,-0.013,0,-0.03,-0.013,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.08,-0.0346,0,-0.08,-0.0346,0,-0.08,-0.0346,0,-0.08,-0.0346,0,-0.09,-0.039,0,-0.1,-0.0433,0,-0.1,-0.0433,0,-0.09,-0.039,0,2,13
2024-10-30 13:14:00,230.71,230.79,230.68,230.75,63815,22.04,0.09,230.9,230.87,33.04,-0.07,-0.03,-0.03,-0.013,0,-0.06,-0.026,0,-0.08,-0.0346,0,-0.08,-0.0346,0,-0.07,-0.0303,0,-0.06,-0.026,0,-0.06,-0.026,0,-0.07,-0.0303,0,-0.07,-0.0303,0,-0.03,-0.013,0,-0.07,-0.0303,0,-0.11,-0.0476,0,-0.11,-0.0476,0,-0.11,-0.0476,0,-0.11,-0.0476,0,-0.12,-0.052,0,-0.13,-0.0563,0,-0.13,-0.0563,0,2,13
2024-10-30 13:15:00,230.74,230.77,230.73,230.74,29909,23.58,0.09,230.87,230.84,32.58,-0.08,0.01,-0.03,-0.013,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.11,-0.0476,0,-0.11,-0.0476,0,-0.1,-0.0433,0,-0.09,-0.039,0,-0.09,-0.039,0,-0.1,-0.0433,0,-0.03,-0.013,0,-0.06,-0.026,0,-0.1,-0.0433,0,-0.14,-0.0606,0,-0.14,-0.0606,0,-0.14,-0.0606,0,-0.14,-0.0606,0,-0.15,-0.0649,0,-0.16,-0.0693,0,2,13
2024-10-30 13:16:00,230.76,230.79,230.69,230.72,41414,25.3,0.09,230.84,230.82,31.64,-0.08,0.04,-0.03,-0.013,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.14,-0.0606,0,-0.14,-0.0606,0,-0.13,-0.0563,0,-0.12,-0.052,0,-0.12,-0.052,0,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.08,-0.0346,0,-0.12,-0.052,0,-0.16,-0.0693,0,-0.16,-0.0693,0,-0.16,-0.0693,0,-0.16,-0.0693,0,-0.17,-0.0736,0,2,13
2024-10-30 13:17:00,230.71,230.73,230.68,230.71,29859,26.97,0.08,230.82,230.8,31.15,-0.09,0.08,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.08,-0.0346,0,-0.11,-0.0476,0,-0.14,-0.0606,0,-0.16,-0.0693,0,-0.16,-0.0693,0,-0.15,-0.0649,0,-0.14,-0.0606,0,-0.02,-0.0087,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.1,-0.0433,0,-0.14,-0.0606,0,-0.18,-0.0779,0,-0.18,-0.0779,0,-0.18,-0.0779,0,-0.18,-0.0779,0,2,13
2024-10-30 13:18:00,230.71,230.74,230.68,230.7,36164,28.31,0.08,230.79,230.78,30.65,-0.09,0.1,-0.03,-0.013,0,-0.05,-0.0217,0,-0.08,-0.0347,0,-0.11,-0.0476,0,-0.14,-0.0606,0,-0.17,-0.0736,0,-0.19,-0.0823,0,-0.19,-0.0823,0,-0.18,-0.0779,0,-0.02,-0.0087,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.16,-0.0693,0,-0.2,-0.0866,0,-0.2,-0.0866,0,-0.2,-0.0866,0,2,13
2024-10-30 13:19:00,230.71,230.72,230.65,230.69,55369,29.78,0.08,230.75,230.76,30.12,-0.1,0.13,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.15,-0.065,0,-0.18,-0.0779,0,-0.21,-0.0909,0,-0.23,-0.0996,0,-0.23,-0.0996,0,-0.02,-0.0087,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.08,-0.0347,0,-0.11,-0.0476,0,-0.14,-0.0606,0,-0.18,-0.0779,0,-0.22,-0.0952,0,-0.22,-0.0952,0,2,13
2024-10-30 13:20:00,230.68,230.76,230.68,230.72,52431,30.32,0.08,230.73,230.75,33.8,-0.1,0.22,-0.02,-0.0087,0,-0.06,-0.026,0,-0.09,-0.039,0,-0.11,-0.0477,0,-0.14,-0.0606,0,-0.17,-0.0736,0,-0.2,-0.0866,0,-0.23,-0.0996,0,-0.25,-0.1082,0,-0.01,-0.0043,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.07,-0.0303,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.15,-0.065,0,-0.19,-0.0823,0,-0.23,-0.0996,0,2,13
2024-10-30 13:21:00,230.72,230.73,230.59,230.6,74839,31.53,0.09,230.7,230.72,27.55,-0.1,0.05,-0.03,-0.013,0,-0.05,-0.0217,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.14,-0.0606,0,-0.17,-0.0736,0,-0.2,-0.0866,0,-0.23,-0.0996,0,-0.26,-0.1126,0,-0.03,-0.013,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.08,-0.0347,0,-0.1,-0.0433,0,-0.12,-0.052,0,-0.15,-0.065,0,-0.18,-0.078,0,-0.22,-0.0953,0,2,13
2024-10-30 13:22:00,230.6,230.72,230.59,230.7,77532,32.65,0.09,230.7,230.72,37.86,-0.1,0.26,0.0,0.0,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.14,-0.0606,0,-0.17,-0.0736,0,-0.2,-0.0866,0,-0.23,-0.0996,0,0.0,0.0,0,-0.03,-0.013,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.08,-0.0347,0,-0.1,-0.0433,0,-0.12,-0.052,0,-0.15,-0.065,0,-0.18,-0.078,0,2,13
2024-10-30 13:23:00,230.7,230.71,230.64,230.69,30944,33.7,0.09,230.7,230.71,37.29,-0.1,0.27,0.0,0.0,0,0.0,0.0,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.14,-0.0606,0,-0.17,-0.0736,0,-0.2,-0.0866,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0217,0,-0.07,-0.0303,0,-0.09,-0.039,0,-0.11,-0.0477,0,-0.13,-0.0563,0,-0.16,-0.0693,0,2,13
2024-10-30 13:24:00,230.69,230.71,230.65,230.7,63529,34.67,0.09,230.69,230.71,38.29,-0.1,0.31,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.06,-0.026,0,-0.1,-0.0433,0,-0.13,-0.0563,0,-0.15,-0.065,0,-0.18,-0.078,0,0.0,0.0,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.04,-0.0173,0,-0.05,-0.0217,0,-0.07,-0.0303,0,-0.09,-0.039,0,-0.11,-0.0477,0,-0.13,-0.0563,0,2,13
2024-10-30 13:25:00,230.7,230.71,230.56,230.57,42122,36.24,0.09,230.68,230.68,31.29,-0.1,0.1,-0.01,-0.0043,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.07,-0.0303,0,-0.11,-0.0477,0,-0.14,-0.0607,0,-0.16,-0.0693,0,-0.03,-0.013,0,-0.03,-0.013,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.08,-0.0347,0,-0.1,-0.0433,0,-0.12,-0.052,0,-0.14,-0.0607,0,2,13
2024-10-30 13:26:00,230.57,230.57,230.42,230.53,110203,38.4,0.09,230.66,230.65,29.5,-0.1,0.07,-0.02,-0.0087,0,-0.03,-0.013,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.09,-0.039,0,-0.13,-0.0563,0,-0.16,-0.0693,0,-0.03,-0.013,0,-0.06,-0.026,0,-0.06,-0.026,0,-0.07,-0.0303,0,-0.07,-0.0303,0,-0.1,-0.0433,0,-0.11,-0.0477,0,-0.13,-0.0563,0,-0.15,-0.065,0,2,13
2024-10-30 13:27:00,230.52,230.57,230.46,230.46,59321,40.41,0.1,230.63,230.61,26.63,-0.11,0.01,-0.03,-0.013,0,-0.05,-0.0217,0,-0.06,-0.026,0,-0.07,-0.0303,0,-0.07,-0.0303,0,-0.07,-0.0303,0,-0.1,-0.0433,0,-0.12,-0.052,0,-0.16,-0.0693,0,-0.04,-0.0173,0,-0.07,-0.0303,0,-0.1,-0.0433,0,-0.1,-0.0433,0,-0.11,-0.0477,0,-0.11,-0.0477,0,-0.14,-0.0607,0,-0.15,-0.065,0,-0.17,-0.0737,0,2,13
2024-10-30 13:28:00,230.46,230.49,230.29,230.39,81673,42.86,0.1,230.6,230.57,24.11,-0.11,-0.02,-0.03,-0.013,0,-0.06,-0.026,0,-0.08,-0.0347,0,-0.09,-0.039,0,-0.1,-0.0433,0,-0.1,-0.0433,0,-0.1,-0.0433,0,-0.13,-0.0563,0,-0.15,-0.065,0,-0.04,-0.0173,0,-0.08,-0.0347,0,-0.11,-0.0477,0,-0.14,-0.0607,0,-0.14,-0.0607,0,-0.15,-0.065,0,-0.15,-0.065,0,-0.18,-0.078,0,-0.19,-0.0823,0,2,13
2024-10-30 13:29:00,230.39,230.42,230.23,230.24,74320,45.29,0.11,230.54,230.5,19.78,-0.12,-0.13,-0.06,-0.026,0,-0.09,-0.039,0,-0.12,-0.052,0,-0.14,-0.0607,0,-0.15,-0.065,0,-0.16,-0.0694,0,-0.16,-0.0694,0,-0.16,-0.0694,0,-0.19,-0.0823,0,-0.07,-0.0304,0,-0.11,-0.0477,0,-0.15,-0.065,0,-0.18,-0.078,0,-0.21,-0.091,0,-0.21,-0.091,0,-0.22,-0.0954,0,-0.22,-0.0954,0,-0.25,-0.1083,0,2,13
2024-10-30 13:30:00,230.24,230.26,230.14,230.23,90028,47.74,0.11,230.5,230.45,19.53,-0.13,-0.07,-0.04,-0.0174,0,-0.1,-0.0434,0,-0.13,-0.0564,0,-0.16,-0.0694,0,-0.18,-0.078,0,-0.19,-0.0824,0,-0.2,-0.0867,0,-0.2,-0.0867,0,-0.2,-0.0867,0,-0.05,-0.0217,0,-0.12,-0.052,0,-0.16,-0.0694,0,-0.2,-0.0867,0,-0.23,-0.0997,0,-0.26,-0.1127,0,-0.26,-0.1127,0,-0.27,-0.117,0,-0.27,-0.117,0,2,13
2024-10-30 13:31:00,230.23,230.23,230.07,230.13,80589,50.16,0.11,230.44,230.38,17.18,-0.14,-0.1,-0.06,-0.026,0,-0.1,-0.0434,0,-0.16,-0.0694,0,-0.19,-0.0824,0,-0.22,-0.0954,0,-0.24,-0.104,0,-0.25,-0.1084,0,-0.26,-0.1127,0,-0.26,-0.1127,0,-0.07,-0.0304,0,-0.12,-0.0521,0,-0.19,-0.0824,0,-0.23,-0.0997,0,-0.27,-0.1171,0,-0.3,-0.1301,0,-0.33,-0.143,0,-0.33,-0.143,0,-0.34,-0.1474,0,2,13
2024-10-30 13:32:00,230.13,230.3,230.13,230.26,73260,51.23,0.12,230.39,230.36,29.13,-0.15,0.12,-0.05,-0.0217,0,-0.11,-0.0477,0,-0.15,-0.0651,0,-0.21,-0.0911,0,-0.24,-0.1041,0,-0.27,-0.1171,0,-0.29,-0.1257,0,-0.3,-0.13,0,-0.31,-0.1344,0,-0.02,-0.0087,0,-0.09,-0.0391,0,-0.14,-0.0607,0,-0.21,-0.0911,0,-0.25,-0.1084,0,-0.29,-0.1257,0,-0.32,-0.1387,0,-0.35,-0.1517,0,-0.35,-0.1517,0,2,13
2024-10-30 13:33:00,230.26,230.29,230.16,230.18,61507,52.23,0.12,230.33,230.32,26.59,-0.16,0.08,-0.06,-0.026,0,-0.11,-0.0477,0,-0.17,-0.0738,0,-0.21,-0.0911,0,-0.27,-0.1171,0,-0.3,-0.1301,0,-0.33,-0.1431,0,-0.35,-0.1517,0,-0.36,-0.1561,0,-0.04,-0.0174,0,-0.06,-0.026,0,-0.13,-0.0564,0,-0.18,-0.0781,0,-0.25,-0.1084,0,-0.29,-0.1258,0,-0.33,-0.1431,0,-0.36,-0.1561,0,-0.39,-0.169,0,2,13
2024-10-30 13:34:00,230.16,230.22,230.12,230.13,60739,53.3,0.12,230.28,230.28,25.11,-0.16,0.08,-0.05,-0.0217,0,-0.11,-0.0477,0,-0.16,-0.0694,0,-0.22,-0.0954,0,-0.26,-0.1128,0,-0.32,-0.1388,0,-0.35,-0.1518,0,-0.38,-0.1647,0,-0.4,-0.1734,0,-0.04,-0.0174,0,-0.08,-0.0347,0,-0.1,-0.0434,0,-0.17,-0.0738,0,-0.22,-0.0954,0,-0.29,-0.1258,0,-0.33,-0.1431,0,-0.37,-0.1604,0,-0.4,-0.1734,0,2,13
2024-10-30 13:35:00,230.13,230.15,229.93,229.99,209166,54.81,0.12,230.22,230.23,21.51,-0.17,0.01,-0.06,-0.0261,0,-0.11,-0.0478,0,-0.17,-0.0738,0,-0.22,-0.0955,0,-0.28,-0.1215,0,-0.32,-0.1388,0,-0.38,-0.1648,0,-0.41,-0.1778,0,-0.44,-0.1908,0,-0.05,-0.0217,0,-0.09,-0.0391,0,-0.13,-0.0564,0,-0.15,-0.0651,0,-0.22,-0.0955,0,-0.27,-0.1171,0,-0.34,-0.1475,0,-0.38,-0.1648,0,-0.42,-0.1821,0,2,13
2024-10-30 13:36:00,229.98,230.01,229.87,230.0,82763,56.34,0.13,230.17,230.18,22.37,-0.18,0.08,-0.05,-0.0217,0,-0.11,-0.0478,0,-0.16,-0.0695,0,-0.22,-0.0955,0,-0.27,-0.1172,0,-0.33,-0.1432,0,-0.37,-0.1605,0,-0.43,-0.1865,0,-0.46,-0.1995,0,-0.05,-0.0217,0,-0.1,-0.0434,0,-0.14,-0.0608,0,-0.18,-0.0781,0,-0.2,-0.0868,0,-0.27,-0.1172,0,-0.32,-0.1388,0,-0.39,-0.1691,0,-0.43,-0.1865,0,2,13
2024-10-30 13:37:00,230.01,230.13,229.99,230.06,70712,56.11,0.13,230.14,230.16,27.48,-0.19,0.17,-0.03,-0.013,0,-0.08,-0.0347,0,-0.14,-0.0608,0,-0.19,-0.0825,0,-0.25,-0.1085,0,-0.3,-0.1302,0,-0.36,-0.1562,0,-0.4,-0.1735,0,-0.46,-0.1995,0,-0.02,-0.0087,0,-0.07,-0.0304,0,-0.12,-0.0521,0,-0.16,-0.0695,0,-0.2,-0.0868,0,-0.22,-0.0955,0,-0.29,-0.1258,0,-0.34,-0.1475,0,-0.41,-0.1778,0,2,13
2024-10-30 13:38:00,230.05,230.05,229.96,230.02,93612,56.0,0.12,230.11,230.13,26.24,-0.19,0.17,-0.03,-0.013,0,-0.06,-0.0261,0,-0.11,-0.0478,0,-0.17,-0.0738,0,-0.22,-0.0955,0,-0.28,-0.1215,0,-0.33,-0.1432,0,-0.39,-0.1692,0,-0.43,-0.1865,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.1,-0.0434,0,-0.15,-0.0651,0,-0.19,-0.0825,0,-0.23,-0.0998,0,-0.25,-0.1085,0,-0.32,-0.1389,0,-0.37,-0.1605,0,2,13
2024-10-30 13:39:00,229.99,230.13,229.98,230.0,55747,54.91,0.13,230.09,230.1,25.62,-0.2,0.19,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.08,-0.0348,0,-0.13,-0.0565,0,-0.19,-0.0825,0,-0.24,-0.1042,0,-0.3,-0.1302,0,-0.35,-0.1519,0,-0.41,-0.1779,0,-0.03,-0.013,0,-0.06,-0.0261,0,-0.08,-0.0348,0,-0.13,-0.0565,0,-0.18,-0.0782,0,-0.22,-0.0955,0,-0.26,-0.1129,0,-0.28,-0.1215,0,-0.35,-0.1519,0,2,13
2024-10-30 13:40:00,229.98,230.01,229.94,229.99,41327,54.1,0.12,230.07,230.08,25.29,-0.2,0.2,-0.02,-0.0087,0,-0.04,-0.0174,0,-0.07,-0.0304,0,-0.1,-0.0434,0,-0.15,-0.0652,0,-0.21,-0.0912,0,-0.26,-0.1129,0,-0.32,-0.1389,0,-0.37,-0.1606,0,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.08,-0.0348,0,-0.1,-0.0434,0,-0.15,-0.0652,0,-0.2,-0.0869,0,-0.24,-0.1042,0,-0.28,-0.1215,0,-0.3,-0.1302,0,2,13
2024-10-30 13:41:00,229.98,230.1,229.93,230.1,108064,52.31,0.13,230.05,230.08,35.01,-0.2,0.33,-0.02,-0.0087,0,-0.04,-0.0174,0,-0.06,-0.0261,0,-0.09,-0.0391,0,-0.12,-0.0521,0,-0.17,-0.0738,0,-0.23,-0.0999,0,-0.28,-0.1216,0,-0.34,-0.1476,0,0.0,0.0,0,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.08,-0.0348,0,-0.1,-0.0434,0,-0.15,-0.0652,0,-0.2,-0.0869,0,-0.24,-0.1042,0,-0.28,-0.1215,0,2,13
2024-10-30 13:42:00,230.11,230.23,230.1,230.21,63859,49.41,0.13,230.06,230.11,42.99,-0.19,0.46,0.01,0.0043,1,-0.01,-0.0043,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.08,-0.0348,0,-0.11,-0.0478,0,-0.16,-0.0695,0,-0.22,-0.0955,0,-0.27,-0.1172,0,0.03,0.013,1,0.03,0.013,1,0.01,0.0043,1,-0.02,-0.0087,0,-0.05,-0.0217,0,-0.07,-0.0304,0,-0.12,-0.0521,0,-0.17,-0.0738,0,-0.21,-0.0912,0,2,13
2024-10-30 13:43:00,230.21,230.25,230.13,230.14,58469,46.54,0.13,230.06,230.12,39.65,-0.19,0.41,0.0,0.0,0,0.01,0.0043,1,-0.01,-0.0043,0,-0.03,-0.013,0,-0.05,-0.0217,0,-0.08,-0.0348,0,-0.11,-0.0478,0,-0.16,-0.0695,0,-0.22,-0.0955,0,0.01,0.0043,1,0.04,0.0174,1,0.04,0.0174,1,0.02,0.0087,1,-0.01,-0.0043,0,-0.04,-0.0174,0,-0.06,-0.0261,0,-0.11,-0.0478,0,-0.16,-0.0695,0,2,13
