datetime,open,high,low,close,volume,adx,atr,sma,ema,rsi,macd_signal,percent_b,sma_(1_change),sma_(1_change(%)),sma_(1_trend),sma_(2_change),sma_(2_change(%)),sma_(2_trend),sma_(3_change),sma_(3_change(%)),sma_(3_trend),sma_(4_change),sma_(4_change(%)),sma_(4_trend),sma_(5_change),sma_(5_change(%)),sma_(5_trend),sma_(6_change),sma_(6_change(%)),sma_(6_trend),sma_(7_change),sma_(7_change(%)),sma_(7_trend),sma_(8_change),sma_(8_change(%)),sma_(8_trend),sma_(9_change),sma_(9_change(%)),sma_(9_trend),ema_(1_change),ema_(1_change(%)),ema_(1_trend),ema_(2_change),ema_(2_change(%)),ema_(2_trend),ema_(3_change),ema_(3_change(%)),ema_(3_trend),ema_(4_change),ema_(4_change(%)),ema_(4_trend),ema_(5_change),ema_(5_change(%)),ema_(5_trend),ema_(6_change),ema_(6_change(%)),ema_(6_trend),ema_(7_change),ema_(7_change(%)),ema_(7_trend),ema_(8_change),ema_(8_change(%)),ema_(8_trend),ema_(9_change),ema_(9_change(%)),ema_(9_trend),day,hour
2024-10-25 11:20:00,232.96,232.96,232.96,232.96,91549,9.41,0.12,232.94,232.93,56.03,0.07,0.54,0.03,0.0129,1,0.04,0.0172,1,0.05,0.0215,1,0.04,0.0172,1,0.03,0.0129,1,0.01,0.0043,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0043,1,0.01,0.0043,1,0.01,0.0043,1,0.0,0.0,0,0.0,0.0,0,0.01,0.0043,1,0.02,0.0086,1,0.04,0.0172,1,0.04,0.0172,1,4,11
2024-10-25 11:21:00,232.95,232.95,232.91,232.93,7247,8.86,0.12,232.94,232.93,53.94,0.06,0.48,0.0,0.0,0,0.03,0.0129,1,0.04,0.0172,1,0.05,0.0215,1,0.04,0.0172,1,0.03,0.0129,1,0.01,0.0043,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0043,1,0.01,0.0043,1,0.01,0.0043,1,0.0,0.0,0,0.0,0.0,0,0.01,0.0043,1,0.02,0.0086,1,0.04,0.0172,1,4,11
2024-10-25 11:22:00,232.84,232.84,232.83,232.83,87201,9.08,0.12,232.92,232.91,47.58,0.06,0.2,-0.02,-0.0086,0,-0.02,-0.0086,0,0.01,0.0043,1,0.02,0.0086,1,0.03,0.0129,1,0.02,0.0086,1,0.01,0.0043,1,-0.01,-0.0043,0,-0.02,-0.0086,0,-0.02,-0.0086,0,-0.02,-0.0086,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.01,-0.0043,0,-0.02,-0.0086,0,-0.02,-0.0086,0,-0.01,-0.0043,0,0.0,0.0,0,4,11
2024-10-25 11:23:00,232.74,232.74,232.6,232.65,6185,10.81,0.13,232.89,232.86,38.73,0.05,-0.13,-0.03,-0.0129,0,-0.05,-0.0215,0,-0.05,-0.0215,0,-0.02,-0.0086,0,-0.01,-0.0043,0,0.0,0.0,0,-0.01,-0.0043,0,-0.02,-0.0086,0,-0.04,-0.0172,0,-0.05,-0.0215,0,-0.07,-0.0301,0,-0.07,-0.0301,0,-0.06,-0.0258,0,-0.06,-0.0258,0,-0.06,-0.0258,0,-0.07,-0.0301,0,-0.07,-0.0301,0,-0.06,-0.0258,0,4,11
2024-10-25 11:24:00,232.58,232.68,232.56,232.68,2528,12.63,0.12,232.86,232.82,40.71,0.04,0.02,-0.03,-0.0129,0,-0.06,-0.0258,0,-0.08,-0.0343,0,-0.08,-0.0343,0,-0.05,-0.0215,0,-0.04,-0.0172,0,-0.03,-0.0129,0,-0.04,-0.0172,0,-0.05,-0.0215,0,-0.04,-0.0172,0,-0.09,-0.0386,0,-0.11,-0.0472,0,-0.11,-0.0472,0,-0.1,-0.0429,0,-0.1,-0.0429,0,-0.1,-0.0429,0,-0.11,-0.0472,0,-0.11,-0.0472,0,4,11
2024-10-25 11:25:00,232.63,232.66,232.63,232.65,159409,14.32,0.12,232.83,232.79,39.34,0.03,0.03,-0.03,-0.0129,0,-0.06,-0.0258,0,-0.09,-0.0386,0,-0.11,-0.0472,0,-0.11,-0.0472,0,-0.08,-0.0343,0,-0.07,-0.0301,0,-0.06,-0.0258,0,-0.07,-0.0301,0,-0.03,-0.0129,0,-0.07,-0.0301,0,-0.12,-0.0515,0,-0.14,-0.0601,0,-0.14,-0.0601,0,-0.13,-0.0558,0,-0.13,-0.0558,0,-0.13,-0.0558,0,-0.14,-0.0601,0,4,11
2024-10-25 11:26:00,232.66,232.66,232.46,232.46,1296,16.7,0.13,232.78,232.72,32.0,0.01,-0.18,-0.05,-0.0215,0,-0.08,-0.0344,0,-0.11,-0.0472,0,-0.14,-0.0601,0,-0.16,-0.0687,0,-0.16,-0.0687,0,-0.13,-0.0558,0,-0.12,-0.0515,0,-0.11,-0.0472,0,-0.07,-0.0301,0,-0.1,-0.043,0,-0.14,-0.0601,0,-0.19,-0.0816,0,-0.21,-0.0902,0,-0.21,-0.0902,0,-0.2,-0.0859,0,-0.2,-0.0859,0,-0.2,-0.0859,0,4,11
2024-10-25 11:27:00,232.42,232.46,232.41,232.46,358783,19.11,0.12,232.73,232.67,32.0,-0.0,-0.07,-0.05,-0.0215,0,-0.1,-0.0429,0,-0.13,-0.0558,0,-0.16,-0.0687,0,-0.19,-0.0816,0,-0.21,-0.0902,0,-0.21,-0.0902,0,-0.18,-0.0773,0,-0.17,-0.073,0,-0.05,-0.0215,0,-0.12,-0.0515,0,-0.15,-0.0644,0,-0.19,-0.0816,0,-0.24,-0.103,0,-0.26,-0.1116,0,-0.26,-0.1116,0,-0.25,-0.1073,0,-0.25,-0.1073,0,4,11
2024-10-25 11:28:00,232.43,232.43,232.25,232.25,1330,21.89,0.13,232.65,232.59,25.82,-0.02,-0.17,-0.08,-0.0344,0,-0.13,-0.0558,0,-0.18,-0.0773,0,-0.21,-0.0902,0,-0.24,-0.1031,0,-0.27,-0.1159,0,-0.29,-0.1245,0,-0.29,-0.1245,0,-0.26,-0.1116,0,-0.08,-0.0344,0,-0.13,-0.0559,0,-0.2,-0.0859,0,-0.23,-0.0988,0,-0.27,-0.1159,0,-0.32,-0.1374,0,-0.34,-0.146,0,-0.34,-0.146,0,-0.33,-0.1417,0,4,11
2024-10-25 11:29:00,232.24,232.25,232.23,232.23,400032,24.53,0.12,232.57,232.51,25.32,-0.04,-0.07,-0.08,-0.0344,0,-0.16,-0.0687,0,-0.21,-0.0902,0,-0.26,-0.1117,0,-0.29,-0.1245,0,-0.32,-0.1374,0,-0.35,-0.1503,0,-0.37,-0.1588,0,-0.37,-0.1588,0,-0.08,-0.0344,0,-0.16,-0.0688,0,-0.21,-0.0902,0,-0.28,-0.1203,0,-0.31,-0.1332,0,-0.35,-0.1503,0,-0.4,-0.1717,0,-0.42,-0.1803,0,-0.42,-0.1803,0,4,11
2024-10-25 11:30:00,232.23,232.35,232.21,232.35,14667,25.86,0.12,232.51,232.48,33.64,-0.06,0.11,-0.06,-0.0258,0,-0.14,-0.0602,0,-0.22,-0.0945,0,-0.27,-0.116,0,-0.32,-0.1374,0,-0.35,-0.1503,0,-0.38,-0.1632,0,-0.41,-0.176,0,-0.43,-0.1846,0,-0.03,-0.0129,0,-0.11,-0.0473,0,-0.19,-0.0817,0,-0.24,-0.1031,0,-0.31,-0.1332,0,-0.34,-0.146,0,-0.38,-0.1632,0,-0.43,-0.1846,0,-0.45,-0.1932,0,4,11
2024-10-25 11:31:00,232.31,232.33,232.31,232.33,406,27.1,0.11,232.45,232.45,32.98,-0.07,0.14,-0.06,-0.0258,0,-0.12,-0.0516,0,-0.2,-0.086,0,-0.28,-0.1203,0,-0.33,-0.1418,0,-0.38,-0.1632,0,-0.41,-0.1761,0,-0.44,-0.1889,0,-0.47,-0.2018,0,-0.03,-0.0129,0,-0.06,-0.0258,0,-0.14,-0.0602,0,-0.22,-0.0946,0,-0.27,-0.116,0,-0.34,-0.1461,0,-0.37,-0.1589,0,-0.41,-0.1761,0,-0.46,-0.1975,0,4,11
