datetime,open,high,low,close,volume,previous open,open-change,open-trend,previous high,high-change,high-trend,previous low,low-change,low-trend,previous close,close-change,close-trend,previous volume,volume-change,volume-trend,percent_b,macd,macd_signal,macd_hist,adx,ema,rsi
2023-09-22 13:05:00,418.67,418.67,417.75,417.88,380043,419.33,-0.66,0,419.87,-1.2,0,419.18,-1.43,0,419.48,-1.6,0,301044.0,78999.0,1,0.01,0.22,0.47,-0.25,31.69,418.71,45.62
2023-09-22 13:10:00,417.89,418.37,417.22,417.33,398706,419.52,-1.63,0,419.9,-1.53,0,418.96,-1.74,0,419.27,-1.94,0,345993.0,52713.0,1,-0.08,0.09,0.40,-0.30,29.43,418.44,42.46
2023-09-22 13:15:00,417.33,417.75,416.82,416.96,376225,419.21,-1.88,0,419.4,-1.65,0,418.63,-1.81,0,418.92,-1.96,0,229801.0,146424.0,1,-0.15,-0.04,0.31,-0.35,27.77,418.14,40.45
2023-09-22 13:20:00,416.93,417.33,416.17,416.63,455075,418.97,-2.04,0,419.33,-2.0,0,418.43,-2.26,0,418.81,-2.18,0,217980.0,237095.0,1,-0.12,-0.17,0.21,-0.39,26.90,417.84,38.64
2023-09-22 13:25:00,416.71,416.98,416.25,416.61,351571,418.77,-2.06,0,419.02,-2.04,0,418.5,-2.25,0,418.97,-2.36,0,253409.0,98162.0,1,-0.02,-0.28,0.11,-0.39,26.08,417.59,38.52
2023-09-22 13:30:00,416.62,416.72,415.90,416.52,418600,418.92,-2.3,0,419.73,-3.01,0,418.86,-2.96,0,419.45,-2.93,0,329564.0,89036.0,1,0.03,-0.36,0.02,-0.38,25.68,417.38,37.97
2023-09-22 13:35:00,416.53,417.23,415.90,416.45,470076,419.48,-2.95,0,419.51,-2.28,0,418.29,-2.39,0,418.36,-1.91,0,271491.0,198585.0,1,0.08,-0.43,-0.07,-0.36,24.58,417.19,37.60
2023-09-22 13:40:00,416.49,416.87,415.90,416.33,304607,418.4,-1.91,0,419.25,-2.38,0,418.4,-2.5,0,419.11,-2.78,0,225372.0,79235.0,1,0.10,-0.48,-0.15,-0.33,23.56,417.02,36.76
2023-09-22 13:45:00,416.25,416.75,415.42,415.80,374411,419.17,-2.92,0,419.64,-2.89,0,418.82,-3.4,0,418.96,-3.16,0,302017.0,72394.0,1,0.06,-0.57,-0.24,-0.33,23.15,416.77,33.49
2023-09-22 13:50:00,415.80,416.35,415.29,415.52,400610,418.96,-3.16,0,418.96,-2.61,0,418.34,-3.05,0,418.64,-3.12,0,268730.0,131880.0,1,0.06,-0.65,-0.32,-0.33,22.91,416.52,31.88
2023-09-22 13:55:00,415.53,415.95,414.89,414.93,386104,418.67,-3.14,0,418.67,-2.72,0,417.75,-2.86,0,417.88,-2.95,0,380043.0,6061.0,1,0.02,-0.75,-0.40,-0.35,23.11,416.20,28.75
2023-09-22 14:00:00,414.93,415.43,414.56,415.02,387696,417.89,-2.96,0,418.37,-2.94,0,417.22,-2.66,0,417.33,-2.31,0,398706.0,-11010.0,0,0.09,-0.81,-0.49,-0.33,23.62,415.97,29.90
2023-09-22 14:05:00,415.02,415.39,414.80,415.17,329256,417.33,-2.31,0,417.75,-2.36,0,416.82,-2.02,0,416.96,-1.79,0,376225.0,-46969.0,0,0.16,-0.84,-0.56,-0.28,24.10,415.81,31.90
2023-09-22 14:10:00,415.17,415.17,413.33,413.48,593660,416.93,-1.76,0,417.33,-2.16,0,416.17,-2.84,0,416.63,-3.15,0,455075.0,138585.0,1,-0.03,-0.99,-0.64,-0.35,25.74,415.34,23.82
2023-09-22 14:15:00,413.41,414.08,412.99,413.80,521341,416.71,-3.3,0,416.98,-2.9,0,416.25,-3.26,0,416.61,-2.81,0,351571.0,169770.0,1,0.08,-1.07,-0.73,-0.34,27.47,415.03,27.54
2023-09-22 14:20:00,413.89,415.61,413.80,415.27,573374,416.62,-2.73,0,416.72,-1.11,0,415.9,-2.1,0,416.52,-1.25,0,418600.0,154774.0,1,0.31,-1.00,-0.78,-0.22,26.78,415.08,41.69
2023-09-22 14:25:00,415.30,416.06,415.08,415.33,372088,416.53,-1.23,0,417.23,-1.17,0,415.9,-0.82,0,416.45,-1.12,0,470076.0,-97988.0,0,0.34,-0.93,-0.81,-0.12,25.60,415.13,42.14
2023-09-22 14:30:00,415.29,415.78,414.62,415.23,325459,416.49,-1.2,0,416.87,-1.09,0,415.9,-1.28,0,416.33,-1.1,0,304607.0,20852.0,1,0.35,-0.88,-0.83,-0.05,24.93,415.15,41.54
2023-09-22 14:35:00,415.28,415.58,414.72,414.95,262849,416.25,-0.97,0,416.75,-1.17,0,415.42,-0.7,0,415.8,-0.85,0,374411.0,-111562.0,0,0.31,-0.84,-0.83,-0.01,24.30,415.11,39.74
2023-09-22 14:40:00,414.96,415.17,414.49,414.72,265631,415.8,-0.84,0,416.35,-1.18,0,415.29,-0.8,0,415.52,-0.8,0,400610.0,-134979.0,0,0.28,-0.83,-0.83,0.00,23.94,415.03,38.26
2023-09-22 14:45:00,414.71,415.35,414.32,415.29,325926,415.53,-0.82,0,415.95,-0.6,0,414.89,-0.57,0,414.93,0.36,1,386104.0,-60178.0,0,0.43,-0.76,-0.82,0.06,23.35,415.08,43.77
2023-09-22 14:50:00,415.24,415.31,414.70,414.95,266713,414.93,0.31,1,415.43,-0.12,0,414.56,0.14,1,415.02,-0.07,0,387696.0,-120983.0,0,0.36,-0.73,-0.80,0.07,22.80,415.06,41.40
2023-09-22 14:55:00,414.83,415.80,414.83,415.49,344933,415.02,-0.19,0,415.39,0.41,1,414.8,0.03,1,415.17,0.32,1,329256.0,15677.0,1,0.53,-0.65,-0.77,0.12,21.58,415.14,46.41
2023-09-22 15:00:00,415.46,417.11,415.31,416.65,671348,415.17,0.29,1,415.17,1.94,1,413.33,1.98,1,413.48,3.17,1,593660.0,77688.0,1,0.88,-0.49,-0.71,0.23,21.14,415.44,55.24
2023-09-22 15:05:00,416.64,418.40,416.44,418.25,677581,413.41,3.23,1,414.08,4.32,1,412.99,3.45,1,413.8,4.45,1,521341.0,156240.0,1,1.19,-0.23,-0.61,0.39,21.78,416.00,64.04
2023-09-22 15:10:00,418.30,418.56,417.70,418.26,465988,413.89,4.41,1,415.61,2.95,1,413.8,3.9,1,415.27,2.99,1,573374.0,-107386.0,0,1.08,-0.02,-0.50,0.48,22.49,416.46,64.09
2023-09-22 15:15:00,418.30,418.75,417.75,418.63,469521,415.3,3.0,1,416.06,2.69,1,415.08,2.67,1,415.33,3.3,1,372088.0,97433.0,1,1.06,0.17,-0.36,0.53,23.29,416.89,65.89
2023-09-22 15:20:00,418.65,419.79,418.25,419.01,577372,415.29,3.36,1,415.78,4.01,1,414.62,3.63,1,415.23,3.78,1,325459.0,251913.0,1,1.03,0.35,-0.22,0.57,24.71,417.31,67.65
2023-09-22 15:25:00,418.99,419.24,418.65,418.68,357153,415.28,3.71,1,415.58,3.66,1,414.72,3.93,1,414.95,3.73,1,262849.0,94304.0,1,0.92,0.46,-0.08,0.54,26.02,417.59,64.53
2023-09-22 15:30:00,418.80,419.35,417.91,418.05,533036,414.96,3.84,1,415.17,4.18,1,414.49,3.42,1,414.72,3.33,1,265631.0,267405.0,1,0.79,0.49,0.03,0.46,26.17,417.68,58.87
2023-09-22 15:35:00,418.16,418.87,417.87,418.76,434564,414.71,3.45,1,415.35,3.52,1,414.32,3.55,1,415.29,3.47,1,325926.0,108638.0,1,0.85,0.57,0.14,0.43,26.25,417.90,62.83
2023-09-22 15:40:00,418.72,418.89,417.00,417.16,518524,415.24,3.48,1,415.31,3.58,1,414.7,2.3,1,414.95,2.21,1,266713.0,251811.0,1,0.61,0.49,0.21,0.28,25.18,417.75,50.93
2023-09-22 15:45:00,417.15,417.50,416.63,416.94,536005,414.83,2.32,1,415.8,1.7,1,414.83,1.8,1,415.49,1.45,1,344933.0,191072.0,1,0.57,0.41,0.25,0.16,23.76,417.59,49.52
2023-09-22 15:50:00,416.92,416.98,415.30,415.57,684701,415.46,1.46,1,417.11,-0.13,0,415.31,-0.01,0,416.65,-1.08,0,671348.0,13353.0,1,0.35,0.23,0.24,-0.02,22.99,417.18,41.88
2023-09-22 15:55:00,415.57,416.88,415.57,416.32,1085983,416.64,-1.07,0,418.4,-1.52,0,416.44,-0.87,0,418.25,-1.93,0,677581.0,408402.0,0,0.44,0.15,0.23,-0.08,22.27,417.01,46.74
2023-09-25 09:30:00,415.91,416.10,411.77,412.98,2109930,418.3,-2.39,0,418.56,-2.46,0,417.7,-5.93,0,418.26,-5.28,0,465988.0,1643942.0,0,-0.03,-0.19,0.14,-0.33,23.88,416.20,33.35
2023-09-25 09:35:00,412.95,416.41,412.80,416.26,1062215,418.3,-5.35,0,418.75,-2.34,0,417.75,-4.95,0,418.63,-2.37,0,469521.0,592694.0,0,0.45,-0.18,0.08,-0.26,25.05,416.21,48.85
2023-09-25 09:40:00,416.27,420.50,416.20,420.34,1568189,418.65,-2.38,0,419.79,0.71,1,418.25,-2.05,0,419.01,1.33,1,577372.0,990817.0,0,0.98,0.15,0.09,0.06,23.45,417.04,60.98
2023-09-25 09:45:00,420.36,424.64,419.27,422.72,1715717,418.99,1.37,1,419.24,5.4,1,418.65,0.62,1,418.68,4.04,1,357153.0,1358564.0,0,1.13,0.59,0.19,0.40,23.71,418.18,66.04
2023-09-25 09:50:00,422.73,423.95,421.27,422.14,983698,418.8,3.93,1,419.35,4.6,1,417.91,3.36,1,418.05,4.09,1,533036.0,450662.0,1,0.99,0.89,0.33,0.56,23.95,418.97,63.85
2023-09-25 09:55:00,422.06,424.19,421.64,421.97,976956,418.16,3.9,1,418.87,5.32,1,417.87,3.77,1,418.76,3.21,1,434564.0,542392.0,1,0.91,1.10,0.49,0.61,24.26,419.57,63.21
2023-09-25 10:00:00,421.87,422.88,420.80,421.72,751430,418.72,3.15,1,418.89,3.99,1,417.0,3.8,1,417.16,4.56,1,518524.0,232906.0,1,0.85,1.23,0.63,0.60,24.01,420.00,62.20
2023-09-25 10:05:00,421.66,422.92,420.52,420.92,985598,417.15,4.51,1,417.5,5.42,1,416.63,3.89,1,416.94,3.98,1,536005.0,449593.0,1,0.74,1.26,0.76,0.50,23.59,420.18,58.96
2023-09-25 10:10:00,420.89,423.43,420.77,422.94,915398,416.92,3.97,1,416.98,6.45,1,415.3,5.47,1,415.57,7.37,1,684701.0,230697.0,1,0.89,1.42,0.89,0.53,23.44,420.74,64.06
2023-09-25 10:15:00,422.84,425.36,422.11,424.58,1097485,415.57,7.27,1,416.88,8.48,1,415.57,6.54,1,416.32,8.26,1,1085983.0,11502.0,1,0.97,1.67,1.05,0.62,24.06,421.50,67.60
2023-09-25 10:20:00,424.62,425.25,422.50,422.62,712632,415.91,8.71,1,416.1,9.15,1,411.77,10.73,1,412.98,9.64,1,2109930.0,-1397298.0,1,0.77,1.68,1.17,0.51,24.64,421.73,60.02
2023-09-25 10:25:00,422.82,422.87,421.21,421.78,614168,412.95,9.87,1,416.41,6.46,1,412.8,8.41,1,416.26,5.52,1,1062215.0,-448047.0,1,0.69,1.61,1.26,0.35,24.28,421.74,57.04
2023-09-25 10:30:00,421.70,422.87,420.83,421.82,667477,416.27,5.43,1,420.5,2.37,1,416.2,4.63,1,420.34,1.48,1,1568189.0,-900712.0,1,0.67,1.54,1.32,0.22,23.68,421.75,57.14
2023-09-25 10:35:00,421.90,422.22,420.40,421.11,505760,420.36,1.54,1,424.64,-2.42,0,419.27,1.13,1,422.72,-1.61,0,1715717.0,-1209957.0,1,0.61,1.41,1.34,0.07,22.84,421.63,54.53
2023-09-25 10:40:00,421.06,421.50,419.50,419.91,631759,422.73,-1.67,0,423.95,-2.45,0,421.27,-1.77,0,422.14,-2.23,0,983698.0,-351939.0,0,0.50,1.19,1.31,-0.11,21.48,421.28,50.31
2023-09-25 10:45:00,419.88,421.85,419.77,420.64,603009,422.06,-2.18,0,424.19,-2.34,0,421.64,-1.87,0,421.97,-1.33,0,976956.0,-373947.0,0,0.55,1.07,1.26,-0.19,20.43,421.15,52.73
2023-09-25 10:50:00,420.71,420.94,419.56,420.06,572658,421.87,-1.16,0,422.88,-1.94,0,420.8,-1.24,0,421.72,-1.66,0,751430.0,-178772.0,0,0.49,0.91,1.19,-0.28,19.30,420.94,50.63
2023-09-25 10:55:00,419.96,420.42,418.75,418.92,565546,421.66,-1.7,0,422.92,-2.5,0,420.52,-1.77,0,420.92,-2.0,0,985598.0,-420052.0,0,0.38,0.69,1.09,-0.40,18.13,420.53,46.72
2023-09-25 11:00:00,418.88,420.60,418.84,420.27,459787,420.89,-2.01,0,423.43,-2.83,0,420.77,-1.93,0,422.94,-2.67,0,915398.0,-455611.0,0,0.48,0.62,1.00,-0.38,16.91,420.48,51.49
2023-09-25 11:05:00,420.32,421.89,419.72,421.70,596681,422.84,-2.52,0,425.36,-3.47,0,422.11,-2.39,0,424.58,-2.88,0,1097485.0,-500804.0,1,0.59,0.67,0.93,-0.26,16.46,420.72,55.98
2023-09-25 11:10:00,421.68,422.62,421.59,422.25,523629,424.62,-2.94,0,425.25,-2.63,0,422.5,-0.91,0,422.62,-0.37,0,712632.0,-189003.0,0,0.65,0.74,0.89,-0.15,16.46,421.03,57.61
2023-09-25 11:15:00,422.29,424.42,422.22,423.93,672611,422.82,-0.53,0,422.87,1.55,1,421.21,1.01,1,421.78,2.15,1,614168.0,58443.0,1,0.93,0.92,0.90,0.03,17.35,421.61,62.23
2023-09-25 11:20:00,423.94,424.00,423.01,423.68,371433,421.7,2.24,1,422.87,1.13,1,420.83,2.18,1,421.82,1.86,1,667477.0,-296044.0,0,0.84,1.04,0.93,0.11,18.18,422.02,61.17
2023-09-25 11:25:00,423.64,424.04,422.64,422.78,395131,421.9,1.74,1,422.22,1.82,1,420.4,2.24,1,421.11,1.67,1,505760.0,-110629.0,0,0.68,1.04,0.95,0.09,18.63,422.18,57.35
2023-09-25 11:30:00,422.87,423.42,422.50,423.02,368016,421.06,1.81,1,421.5,1.92,1,419.5,3.0,1,419.91,3.11,1,631759.0,-263743.0,0,0.71,1.05,0.97,0.08,18.93,422.34,58.10
2023-09-25 11:35:00,423.02,423.32,422.81,422.90,259096,419.88,3.14,1,421.85,1.47,1,419.77,3.04,1,420.64,2.26,1,603009.0,-343913.0,0,0.68,1.04,0.98,0.06,19.20,422.46,57.55
2023-09-25 11:40:00,423.02,424.20,422.80,423.84,421016,420.71,2.31,1,420.94,3.26,1,419.56,3.24,1,420.06,3.78,1,572658.0,-151642.0,0,0.81,1.09,1.01,0.09,19.96,422.73,60.66
2023-09-25 11:45:00,423.90,424.42,422.72,422.74,535281,419.96,3.94,1,420.42,4.0,1,418.75,3.97,1,418.92,3.82,1,565546.0,-30265.0,0,0.61,1.04,1.01,0.02,20.79,422.73,55.55
2023-09-25 11:50:00,422.72,423.50,422.20,422.40,367137,418.88,3.84,1,420.6,2.9,1,418.84,3.36,1,420.27,2.13,1,459787.0,-92650.0,0,0.56,0.95,1.00,-0.05,21.01,422.67,54.04
2023-09-25 11:55:00,422.42,423.00,421.90,422.28,291941,420.32,2.1,1,421.89,1.11,1,419.72,2.18,1,421.7,0.58,1,596681.0,-304740.0,0,0.56,0.86,0.97,-0.11,20.92,422.59,53.46
2023-09-25 12:00:00,422.17,422.42,421.10,421.32,350383,421.68,0.49,1,422.62,-0.2,0,421.59,-0.49,0,422.25,-0.93,0,523629.0,-173246.0,0,0.40,0.71,0.92,-0.21,20.06,422.34,49.12
2023-09-25 12:05:00,421.30,422.15,420.67,421.82,373768,422.29,-0.99,0,424.42,-2.27,0,422.22,-1.55,0,423.93,-2.11,0,672611.0,-298843.0,0,0.49,0.62,0.86,-0.24,18.87,422.23,51.34
2023-09-25 12:10:00,421.76,422.22,421.61,422.05,280418,423.94,-2.18,0,424.0,-1.78,0,423.01,-1.4,0,423.68,-1.63,0,371433.0,-91015.0,0,0.53,0.56,0.80,-0.24,17.84,422.20,52.39
2023-09-25 12:15:00,422.10,424.48,422.01,424.20,679853,423.64,-1.54,0,424.04,0.44,1,422.64,-0.63,0,422.78,1.42,1,395131.0,284722.0,1,0.88,0.68,0.78,-0.10,18.45,422.60,60.73
2023-09-25 12:20:00,424.20,424.62,423.86,424.35,398207,422.87,1.33,1,423.42,1.2,1,422.5,1.36,1,423.02,1.33,1,368016.0,30191.0,1,0.87,0.78,0.78,0.00,19.10,422.95,61.23
2023-09-25 12:25:00,424.35,424.42,423.54,423.64,333734,423.02,1.33,1,423.32,1.1,1,422.81,0.73,1,422.9,0.74,1,259096.0,74638.0,1,0.72,0.79,0.78,0.01,19.37,423.09,57.44
2023-09-25 12:30:00,423.68,423.70,422.53,422.68,339958,423.02,0.66,1,424.2,-0.5,0,422.8,-0.27,0,423.84,-1.16,0,421016.0,-81058.0,0,0.53,0.71,0.77,-0.05,18.67,423.01,52.68
2023-09-25 12:35:00,422.69,422.69,421.21,421.31,486832,423.9,-1.21,0,424.42,-1.73,0,422.72,-1.51,0,422.74,-1.43,0,535281.0,-48449.0,0,0.18,0.54,0.72,-0.19,17.69,422.67,46.69
2023-09-25 12:40:00,421.37,422.16,421.21,421.60,286876,422.72,-1.35,0,423.5,-1.34,0,422.2,-0.99,0,422.4,-0.8,0,367137.0,-80261.0,0,0.20,0.41,0.66,-0.25,16.79,422.45,48.03
2023-09-25 12:45:00,421.58,421.85,420.86,421.24,306003,422.42,-0.84,0,423.0,-1.15,0,421.9,-1.04,0,422.28,-1.04,0,291941.0,14062.0,1,0.12,0.28,0.58,-0.30,16.21,422.21,46.47
2023-09-25 12:50:00,421.24,421.50,420.18,420.60,407742,422.17,-0.93,0,422.42,-0.92,0,421.1,-0.92,0,421.32,-0.72,0,350383.0,57359.0,1,0.03,0.13,0.49,-0.36,16.18,421.89,43.74
2023-09-25 12:55:00,420.58,420.93,420.23,420.74,318928,421.3,-0.72,0,422.15,-1.22,0,420.67,-0.44,0,421.82,-1.08,0,373768.0,-54840.0,0,0.11,0.02,0.40,-0.38,16.14,421.66,44.54
2023-09-25 13:00:00,420.81,422.00,420.61,421.27,354996,421.76,-0.95,0,422.22,-0.22,0,421.61,-1.0,0,422.05,-0.78,0,280418.0,74578.0,1,0.25,-0.03,0.31,-0.34,15.10,421.58,47.44
2023-09-25 13:05:00,421.37,422.53,421.27,422.32,353817,422.1,-0.73,0,424.48,-1.95,0,422.01,-0.74,0,424.2,-1.88,0,679853.0,-326036.0,0,0.50,0.02,0.25,-0.23,14.35,421.73,52.74
2023-09-25 13:10:00,422.29,423.00,422.21,422.93,271418,424.2,-1.91,0,424.62,-1.62,0,423.86,-1.65,0,424.35,-1.42,0,398207.0,-126789.0,0,0.64,0.10,0.22,-0.12,14.03,421.97,55.54
2023-09-25 13:15:00,422.86,423.11,422.05,422.39,256179,424.35,-1.49,0,424.42,-1.31,0,423.54,-1.49,0,423.64,-1.25,0,333734.0,-77555.0,0,0.52,0.13,0.20,-0.08,13.57,422.05,52.57
2023-09-25 13:20:00,422.25,422.50,421.45,421.70,256450,423.68,-1.43,0,423.7,-1.2,0,422.53,-1.08,0,422.68,-0.98,0,339958.0,-83508.0,0,0.38,0.09,0.18,-0.09,12.63,421.98,48.96
2023-09-25 13:25:00,421.74,421.95,420.92,421.49,279422,422.69,-0.95,0,422.69,-0.74,0,421.21,-0.29,0,421.31,0.18,1,486832.0,-207410.0,0,0.35,0.04,0.15,-0.11,12.21,421.88,47.88
2023-09-25 13:30:00,421.55,421.58,421.00,421.46,199996,421.37,0.18,1,422.16,-0.58,0,421.21,-0.21,0,421.6,-0.14,0,286876.0,-86880.0,0,0.35,0.00,0.12,-0.12,11.83,421.80,47.72
2023-09-25 13:35:00,421.44,421.94,420.92,421.84,282040,421.58,-0.14,0,421.85,0.09,1,420.86,0.06,1,421.24,0.6,1,306003.0,-23963.0,0,0.45,-0.00,0.10,-0.10,11.10,421.81,50.00
2023-09-25 13:40:00,421.73,421.86,420.40,420.73,333498,421.24,0.49,1,421.5,0.36,1,420.18,0.22,1,420.6,0.13,1,407742.0,-74244.0,0,0.20,-0.09,0.06,-0.15,10.92,421.59,43.95
2023-09-25 13:45:00,420.78,421.21,419.65,420.09,513072,420.58,0.2,1,420.93,0.28,1,420.23,-0.58,0,420.74,-0.65,0,318928.0,194144.0,1,0.09,-0.21,0.01,-0.22,11.40,421.29,40.85
2023-09-25 13:50:00,420.06,421.12,420.00,420.82,276594,420.81,-0.75,0,422.0,-0.88,0,420.61,-0.61,0,421.27,-0.45,0,354996.0,-78402.0,0,0.27,-0.24,-0.04,-0.20,11.85,421.20,45.55
2023-09-25 13:55:00,420.73,421.11,420.51,420.89,237233,421.37,-0.64,0,422.53,-1.42,0,421.27,-0.76,0,422.32,-1.43,0,353817.0,-116584.0,0,0.31,-0.26,-0.09,-0.17,12.27,421.14,46.02
2023-09-25 14:00:00,420.94,422.36,420.80,421.43,283415,422.29,-1.35,0,423.0,-0.64,0,422.21,-1.41,0,422.93,-1.5,0,271418.0,11997.0,1,0.46,-0.23,-0.12,-0.11,11.57,421.20,49.39
2023-09-25 14:05:00,421.42,421.63,420.64,420.70,245568,422.86,-1.44,0,423.11,-1.48,0,422.05,-1.41,0,422.39,-1.69,0,256179.0,-10611.0,0,0.25,-0.26,-0.14,-0.12,10.76,421.10,45.23
2023-09-25 14:10:00,420.77,420.89,420.40,420.64,226520,422.25,-1.48,0,422.5,-1.61,0,421.45,-1.05,0,421.7,-1.06,0,256450.0,-29930.0,0,0.26,-0.28,-0.17,-0.11,10.23,421.01,44.93
2023-09-25 14:15:00,420.64,421.12,420.35,421.02,260146,421.74,-1.1,0,421.95,-0.83,0,420.92,-0.57,0,421.49,-0.47,0,279422.0,-19276.0,0,0.40,-0.27,-0.19,-0.08,9.52,421.01,47.58
2023-09-25 14:20:00,421.05,421.22,419.90,420.36,298303,421.55,-0.5,0,421.58,-0.36,0,421.0,-1.1,0,421.46,-1.1,0,199996.0,98307.0,1,0.19,-0.31,-0.22,-0.09,9.32,420.88,43.62
2023-09-25 14:25:00,420.42,420.85,419.97,420.10,246499,421.44,-1.02,0,421.94,-1.09,0,420.92,-0.95,0,421.84,-1.74,0,282040.0,-35541.0,0,0.14,-0.36,-0.24,-0.11,9.14,420.72,42.14
2023-09-25 14:30:00,420.10,420.15,419.25,419.79,384774,421.73,-1.63,0,421.86,-1.71,0,420.4,-1.15,0,420.73,-0.94,0,333498.0,51276.0,1,0.08,-0.42,-0.28,-0.14,9.73,420.54,40.38
2023-09-25 14:35:00,419.75,421.24,419.72,421.00,483626,420.78,-1.03,0,421.21,0.03,1,419.65,0.07,1,420.09,0.91,1,513072.0,-29446.0,0,0.45,-0.36,-0.30,-0.07,9.11,420.63,49.24
2023-09-25 14:40:00,421.00,421.65,420.00,420.10,388831,420.06,0.94,1,421.12,0.53,1,420.0,0.0,0,420.82,-0.72,0,276594.0,112237.0,1,0.20,-0.39,-0.31,-0.07,8.97,420.52,44.01
2023-09-25 14:45:00,420.09,420.54,419.58,419.64,317391,420.73,-0.64,0,421.11,-0.57,0,420.51,-0.93,0,420.89,-1.25,0,237233.0,80158.0,1,0.11,-0.44,-0.34,-0.10,8.35,420.35,41.59
2023-09-25 14:50:00,419.57,420.33,419.50,419.57,247533,420.94,-1.37,0,422.36,-2.03,0,420.8,-1.3,0,421.43,-1.86,0,283415.0,-35882.0,0,0.10,-0.48,-0.37,-0.11,7.82,420.19,41.19
2023-09-25 14:55:00,419.60,419.88,418.99,419.39,294327,421.42,-1.82,0,421.63,-1.75,0,420.64,-1.65,0,420.7,-1.31,0,245568.0,48759.0,1,0.07,-0.52,-0.40,-0.12,7.89,420.03,40.19
2023-09-25 15:00:00,419.32,419.68,417.61,418.31,535310,420.77,-1.45,0,420.89,-1.21,0,420.4,-2.79,0,420.64,-2.33,0,226520.0,308790.0,1,-0.14,-0.63,-0.44,-0.19,9.18,419.69,34.74
2023-09-25 15:05:00,418.35,418.80,417.61,417.83,326374,420.64,-2.29,0,421.12,-2.32,0,420.35,-2.74,0,421.02,-3.19,0,260146.0,66228.0,1,-0.13,-0.75,-0.50,-0.25,10.38,419.32,32.58
2023-09-25 15:10:00,417.82,418.43,417.71,418.43,302193,421.05,-3.23,0,421.22,-2.79,0,419.9,-2.19,0,420.36,-1.93,0,298303.0,3890.0,1,0.08,-0.79,-0.56,-0.23,11.50,419.14,37.74
2023-09-25 15:15:00,418.38,419.60,418.28,419.28,451874,420.42,-2.04,0,420.85,-1.25,0,419.97,-1.69,0,420.1,-0.82,0,246499.0,205375.0,1,0.31,-0.74,-0.60,-0.14,11.03,419.17,44.19
2023-09-25 15:20:00,419.27,419.75,418.64,419.00,344268,420.1,-0.83,0,420.15,-0.4,0,419.25,-0.61,0,419.79,-0.79,0,384774.0,-40506.0,0,0.26,-0.71,-0.62,-0.10,10.44,419.13,42.62
2023-09-25 15:25:00,419.00,419.30,418.56,419.24,226077,419.75,-0.75,0,421.24,-1.94,0,419.72,-1.16,0,421.0,-1.76,0,483626.0,-257549.0,0,0.34,-0.67,-0.63,-0.04,9.97,419.15,44.49
